filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
Nancy Skinner,2022,California Teachers Association,1118 -- 10th St.,"Sacramento, CA 95814",409.73,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, California",Partial payment for the Bay Area Caucus Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a6642958-3c0c-486f-8631-eb91f7d4a8d7.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2022,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA 92346",184.61,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, California",Partial payment for the Bay Area Caucus Summit.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a6642958-3c0c-486f-8631-eb91f7d4a8d7.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2022,United Food and Commercial Workers Western States Council,8530 Stanton Avenue,"Buena Park, CA 95814",184.61,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, California",Partial payment for the Bay Area Caucus Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a6642958-3c0c-486f-8631-eb91f7d4a8d7.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2023,California Foundation on the Environment and the Economy,"Pier 35, Ste. 202","San Francisco, CA 94133",1007.49,0,2023-02-09,2023-02-10,Gift,true,"Napa, CA ",Energy Summit Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7da46516-4724-460e-9b3d-d6c5e657e1db.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA 95814",17280.13,0,2023-10-19,2023-10-30,Gift,true,France ,study trip on high speed rail and clean energy oroiects,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7da46516-4724-460e-9b3d-d6c5e657e1db.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2023,California YIMBY Education Fund,"1121 L Street, Ste 210","Sacramento, CA 95814",15905.44,0,2023-11-01,2023-11-08,Gift,true,"Ireland, UK ",study trip on housing and transit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7da46516-4724-460e-9b3d-d6c5e657e1db.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Nancy Skinner,2023,Smart Justice California,"2500 Steiner Street, 8th Floor","San Francisco, CA 94115",3844.25,0,2023-09-16,2023-09-22,Gift,true,Norway ,study trip to visit Prisons,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7da46516-4724-460e-9b3d-d6c5e657e1db.pdf,https://digitaldemocracy.calmatters.org/legislators/nancy-skinner-34364
Lola Smallwood-Cuevas,2023,California Environmental Voters,350 Frank H. Ogawa PLaza. Suite 1100,"Oakland, CA 94612",766.04,0,2023-04-27,2023-04-29,Gift,,Napa,"Lodging, transportation, and meals",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d7a9321e-702e-48ac-aae1-5416b775afc2.pdf,https://digitaldemocracy.calmatters.org/legislators/lola-smallwood-cuevas-113915
Lola Smallwood-Cuevas,2023,California Foundation on the Environment and the Economy,35 San Francisco Pier 33 - Alcatraz Island # 202,"San Francisco, CA 94133",1011.61,0,2023-06-22,2023-06-23,Gift,,Napa,Lodging and meals,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d7a9321e-702e-48ac-aae1-5416b775afc2.pdf,https://digitaldemocracy.calmatters.org/legislators/lola-smallwood-cuevas-113915
Lola Smallwood-Cuevas,2023,Smart Justice California,"2500 Steiner Street, 8th Floor","San Francisco, CA 94115",3616.223,0,2023-09-16,2023-09-22,Gift,,Norway,"Lodging, transportation, and meals",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d7a9321e-702e-48ac-aae1-5416b775afc2.pdf,https://digitaldemocracy.calmatters.org/legislators/lola-smallwood-cuevas-113915
Esmeralda Soria,2022,California Independent Petroleum Association,"1001 K St, 6th Fl","Sacramento, CA",1278.32,0,2022-12-15,2022-12-16,Gift,true,"Newport Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8fa30295-bc17-45b5-a2ab-8966d83bec57.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2022,California Issues Forum,1717 I St,"Sacramento, CA",902,0,2022-12-12,2022-12-14,Gift,true,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8fa30295-bc17-45b5-a2ab-8966d83bec57.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2022,California Tribal Business Alliance,"1530 J St, Suite 410","Sacramento, CA",798,0,2022-09-05,2022-09-06,Gift,false,"Pala, CA","Participated in CBTA Panel, Provided lodging and commemorative souvenir",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8fa30295-bc17-45b5-a2ab-8966d83bec57.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Association of California Life and Health Insurance Companies,"28 Liberty Ship Way, Suite 2815","Sausalito, CA",,0,2023-10-11,2023-10-13,Gift,true,"Pebble Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,California Border Issues Project,1717 I St,"Sacramento, CA",3538.59,0,2023-10-20,2023-11-04,Gift,false,"Mexico City, Mexico","Mtgs with UC AllianzaMX, Mexican Government Officials and Business Owners",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,California Issues Forum,1717 I St,"Sacramento, CA",658.23,0,2023-05-04,2023-05-05,Gift,true,"Calipatria, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,California Issues Forum,1717 I St,"Sacramento, CA",1834.4,0,2023-12-11,2023-12-13,Gift,true,"La Jolla, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,California Latino Legislative Caucus Foundation,"777 S Figueroa St, Suite 4050","Los Angeles, CA",1172.58,0,2023-03-03,2023-03-04,Gift,false,"Anaheim, CA",2023 CLLCF Policy Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,California Partnership for Health,"600 B St, Suite A","Livingston, CA",1936.11,0,2023-07-20,2023-07-21,Gift,true,"Truckee, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Independent Voter Project,2700 Adams Ave,"San Diego, CA",2207.8,0,2023-09-19,2023-09-23,Gift,true,"Coronado, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Henry Stern,2022,California Environmental Voters,"350 Frank H Ogawa Plaza, Suite 1100","Oakland, CA 94612",2426.83,0,2022-12-11,2022-12-13,Gift,true,"Montreal, Canada",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5fea5f3-2783-48c0-bbc5-a7af6794eb83.pdf,https://digitaldemocracy.calmatters.org/legislators/henry-stern-36368
Henry Stern,2022,The Climate Registry,"555 11th Street NW, Suite 601","Washington DC, 20004",2106,0,2022-11-13,2022-11-17,Gift,true,"Sharm El Sheik, Egypt",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5fea5f3-2783-48c0-bbc5-a7af6794eb83.pdf,https://digitaldemocracy.calmatters.org/legislators/henry-stern-36368
Henry Stern,2023,Energy Action Fund,301 BATTERY STREET 5TH FLOOR,"SAN FRANCISCO, CA 94111",842.67,0,2023-01-24,2023-01-25,Gift,true,"Napa, California",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8b19c3f6-b74e-476b-92ad-bd5e59b76d06.pdf,https://digitaldemocracy.calmatters.org/legislators/henry-stern-36368
Henry Stern,2023,The Climate Registry,"600 Wilshire Blvd, Suite 202","Los Angeles, CA 90017",1627.95,0,2023-09-18,2023-09-22,Gift,true,"New York City, New York",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8b19c3f6-b74e-476b-92ad-bd5e59b76d06.pdf,https://digitaldemocracy.calmatters.org/legislators/henry-stern-36368
Tri Ta,2022,California Independent Petroleum Association,"1001 K Street, FL 6","Sacramento, CA",562.74,0,2022-12-15,2022-12-16,Gift,true,"Newport Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fb1526de-149b-42ba-99f9-008b96a1b21b.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2023,California Forestry Foundation,"500 Capitol Mall, Suite 2360","Sacramento, CA 95814",479.37,0,2023-05-18,2023-05-19,Gift,,"Mt. Shasta, CA","Mt. Shasta Forest Tour, Hotel, food, drink, and educational gift bag",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/19996954-77cb-4355-bd9b-91cca6ff9f8c.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2023,Council of State Governments West,"1130 K Street, Suite 320","Sacramento, CA 95814",2199.82,0,2023-12-12,2023-12-15,Gift,,"Colorado Springs, CO",Cost pertaining to travel and lodging for Western Legislative Academy,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/19996954-77cb-4355-bd9b-91cca6ff9f8c.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Phil Ting,2022,California Environmental Voters,"350 Frank H. Ogawa Plaza, Suite 1100 ","Oakland, CA 94612",2832.82,0,2022-12-09,2022-12-13,Gift,false,"Montreal, Canada",CA Legislative Delegation Convention on Biological Diversity COP15,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7a672e5a-c7fb-46f3-8ca2-813e4fb4a807.pdf,https://digitaldemocracy.calmatters.org/legislators/philip-ting-30
Phil Ting,2023,Bay Area Council Foundation,"353 Sacramento Street, 10th Floor","San Francisco, CA",700,0,2023-11-02,2023-11-03,Gift,true,"San Diego, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/75f2f886-3fa6-4520-a9e1-b2fea9f4391d.pdf,https://digitaldemocracy.calmatters.org/legislators/philip-ting-30
Phil Ting,2023,Governor's Cup Foundation,PO Box 1308,"Woodland, CA 95776",990.98,0,2023-07-13,2023-07-15,Gift,true,"Pebble Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/75f2f886-3fa6-4520-a9e1-b2fea9f4391d.pdf,https://digitaldemocracy.calmatters.org/legislators/philip-ting-30
Tom Umberg,2021,CA Judges Association's,2520 Venture Oaks Way Suite 150,Sacramento CA,345.5,0,2021-09-25,,Income,true,,CA Judges Association's 2021 Annual Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2022,National Drug Court Institute A Division of National Assoc. of Drug Court Professionals,"625 North Washington, Ste. 212 Alexandria,","Alexandria, VA 22314",377.21,0,2022-10-06,2022-10-09,Gift,true,"Houston, TX",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8527ae8f-04bb-4ddf-933a-dc5da3702ddb.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2023,Smart Justice California,2500 Steiner Street #8,"San Francisco, CA 94115",1238.38,0,2023-02-02,2023-02-04,Gift,false,"San Diego, CA","Feb. 2 Welcome reception followed by dinner and welcome
Feb. 3
Donovan State Prison Tour; Rehab Programs and Dialogues with prison residents
Restorative Justice & Healing-Dialogue between people who hare harmed and been harmed
dinner
Feb. 4
Tour through Vista Ranch followed by The Reentry Journey",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/947f012f-d19b-48df-9537-0bf7cce88026.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Avelino Valencia,2023,California Center for Construction Education,265 Hegenberger Rd.,"Oakland, CA",545,545,2023-01-30,2023-01-31,Gift,true,"Las Vegas, NV*",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78c82124-7421-4be2-9011-3275bf05abb3.pdf,https://digitaldemocracy.calmatters.org/legislators/avelino-valencia-37359
Avelino Valencia,2023,Smart Justice California,2500 Steiner St. #8,"San Francisco, CA",598.9,598.9,2023-02-02,2023-02-04,Gift,true,"San Diego, CA*",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78c82124-7421-4be2-9011-3275bf05abb3.pdf,https://digitaldemocracy.calmatters.org/legislators/avelino-valencia-37359
Carlos Villapudua,2022,California Bail Agents Association,"520 E Wilson, Suite 125","Glendale, CA 91206",490.86,0,2022-10-09,2022-10-10,Gift,true,"Las Vegas, NV",Annual Convention,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,California Beer and Beverage Distributors,"1415 L Street, Suite 250","Sacramento, CA 95819",350.52,0,2022-11-02,2022-11-03,Gift,true,"Napa, CA",Legislator of the Year Award Ceremony,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,California Foundation on the Environment and the Economy,Pier 35 202,"San Francisco, CA 94133",858.56,0,2022-12-08,2022-12-09,Gift,,"San Diego, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,California Issues Forum,1717 I Street ,"Sacramento, CA 95811 ",1082.96,0,2022-03-10,2022-03-11,Gift,true,"Los Angeles, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,California Problem Solvers Foundation,"150 Post Street, Suite 405 ","San Francisco, CA 94108",4376.82,0,2022-04-28,2022-04-30,Gift,false,"Sonoma, CA",Policy Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,Foundation for California's Technology and Innovation Economy,777 S. Figueroa Street Suite 4050,"Los Angeles, CA",1630,0,2022-08-04,2022-08-05,Gift,,"Sonoma, CA",Technology & Innovation Policy Summit ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,Governor's Cup Foundation,PO Box 1308,"Woodland, CA 95776",4077.2,0,2022-07-14,2022-07-16,Gift,true,"Pebble Beach, CA",2022 Governor's Cup,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,Independent Voter Project,"2700 Adams Avenue, Suite 202 ","San Diego, CA",2910,0,2022-11-13,2022-11-18,Gift,false,"Maui, Hawaii ",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,Shared Energy Future Foundation,1415 L Street Suite 900,"Sacramento, CA 95814",4186.61,0,2022-10-24,2022-10-27,Gift,,"New Orleans, LA",Energy Industry Educational Forum,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2023,California Association of Health Plans,"1415 L Street, Suite 850","Sacramento, CA 95814",599.91,0,2023-03-02,2023-03-03,Gift,true,"Winters, CA",Health Policy Forum,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2023,California Issues Forum,1717 I Street,"Sacramento, CA 95811",366.23,0,2023-05-04,2023-05-05,Gift,true,"Palm Springs, CA",Lithium Tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2023,California Problem Solvers Foundation,400 Capitol Mall Suite 2400,"Sacramento, CA 95814",4258.9,0,2023-11-06,2023-11-08,Gift,true,"Dana Point, CA",Policy Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2023,Western Agricultural Processors,1785 N Fine Ave,"Fresno, CA 93727",335.45,0,2023-06-15,2023-06-16,Gift,true,"Monterey, CA",Western Agricultural processors Annual Meeting,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Aisha Wahab,2023,Fundación Nueva Generación Argentina,"Bv. Orono 1231, Planta Alta,","Rosario S2000KDB, Argentina",3381,0,2023-11-04,2023-11-08,Gift,,Argentina,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://digitaldemocracy.calmatters.org/legislators/aisha-wahab-165437
Aisha Wahab,2023,Smart Justice California,"2500 Steiner Street, 8th Floor","San Francisco, CA",751.2,0,2023-02-01,2023-02-03,Gift,false,"San Diego, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://digitaldemocracy.calmatters.org/legislators/aisha-wahab-165437
Aisha Wahab,2023,Smart Justice California,"2500 Steiner Street, 8th Floor","San Francisco, CA",3682.91,0,2023-09-15,2023-09-22,Gift,,Norway,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://digitaldemocracy.calmatters.org/legislators/aisha-wahab-165437
Marie Waldron,2023,Association of California Life and Health Insurance Companies,"1201 K. Street, Ste 1820,","Sacramento, CA 95814",3787.45,0,2023-11-11,42023-11-13,Gift,true,"Pebble Beach, CA. (Lodging, meals, receptions, golf)",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://digitaldemocracy.calmatters.org/legislators/marie-waldron-29
Marie Waldron,2023,Smart Justice California,2500 Steiner St. #8,"San Francisco, CA 94115",1610.28,0,2023-02-02,2023-02-04,Gift,true,"San Diego, Lodging, meals, shuttle service to prison tours",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://digitaldemocracy.calmatters.org/legislators/marie-waldron-29
Marie Waldron,2023,Specialty Equipment Market Association,1575 S. Valley Vista Drive,"Diamond Bar, CA 91765",646,0,2023-10-30,2023-11-04,Gift,true,"Las Vegas, (Lodging, meals, Legislative dinner)",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://digitaldemocracy.calmatters.org/legislators/marie-waldron-29
Greg Wallis,2023,CA Foundation on the Environment & Economy (CFEE,920 11th Street,"Sacramento, CA",4848.39,0,2023-09-24,2023-09-29,Gift,,"Santa Monica, CA",Travel related to state energy policy our,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6938f5bf-1838-495b-af39-832fda21030e.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Greg Wallis,2023,California Chamber of Commerce,"1215 K Street, Suite 1400 ","Sacramento, CA 95814",1812.43,0,2023-10-24,2023-10-25,Gift,true,"Laguna Niguel, CA ",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3467ea78-aa8d-470a-9968-17cdecba685b.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Greg Wallis,2023,California Life Sciences Association,"1201 K Street, Suite 1010","Sacramento, CA 95814",380.15,0,2023-02-28,2023-03-01,Gift,,"Yountville, CA",Travel related to health policy conference.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6938f5bf-1838-495b-af39-832fda21030e.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Greg Wallis,2023,California Problem Solvers Foundation,"400 Capitol Mall, Suite 2400","Sacramento, CA 95814",3000.95,0,2023-11-06,2023-11-08,Gift,,Dana Point. CA,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3467ea78-aa8d-470a-9968-17cdecba685b.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Greg Wallis,2023,Governor's Cup Foundation,PO Box 1308 ,"Woodland, CA 95776",3947.34,0,2023-07-14,2023-07-16,Gift,true,Pebble Beach. CA,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3467ea78-aa8d-470a-9968-17cdecba685b.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Greg Wallis,2023,Independent Voter Project (IVP),"2700 Adams Avenue, Suite 202","San Diego, CA 92116",3973,0,2023-11-12,2023-11-17,Gift,true,"Wailea-Makena, HI",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6938f5bf-1838-495b-af39-832fda21030e.pdf,https://digitaldemocracy.calmatters.org/legislators/greg-wallis-165439
Christopher Ward,2022,California Biotechnology Foundation,"1215 K Street, Suite 970","Sacramento, California",2256.6,0,2022-09-21,2022-09-23,Gift,true,"Seattle, Washington",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2022,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, California",17531.46,0,2022-11-11,2022-11-22,Gift,true,Japan,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2022,California Latino Legislative Caucus Foundation,777 S. Figueroa St. Suite 4050,"Los Angeles, CA 90017",12477,0,2022-07-05,2022-07-13,Gift,true,Israel,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2022,Foundation for California's Technology and Innovation Economy,777 S. Figueroa St. Suite 4050,"Los Angeles, CA 90017",1990,0,2022-08-04,2022-08-05,Gift,true,"Napa, California",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2022,San Diego International Airport,3665 N. Harbor Drive,"San Diego, CA",5634.5,0,2022-01-01,2022-12-31,Gift,false,Travel to and from Sacramento for the year of 2022,Parking for legislative purposes,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2022,San Diego Regional Chamber of Commerce,402 W. Broadway Unit 1000,"San Diego, CA 92101",476.95,0,2022-10-23,2022-10-26,Gift,true,"Mexico City, Mexico",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5044f43-c03f-45f2-b78b-f51c9c193ebf.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Biotechnology Foundation,"1215 K street, Suite 970","Sacramento, CA 95814",3653,0,2023-10-02,2023-10-05,Gift,false,"Boston, MA",Travel relating to policy ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Environmental Voters,1225 8th St. Suite 375,"Sacramento, CA 95814",766,0,2023-04-27,2023-04-28,Gift,true,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Forestry Foundation,500 Capitol Mall #2360 ,"Sacramento, CA 95814",480,0,2023-05-18,2023-05-19,Gift,true,"Mt. Shasta, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Foundation on the Environment and the Economy,920 11th St. ,"Sacramento, CA 95814 ",1011,0,2023-06-22,2023-06-23,Gift,true,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
