filer,filingYear,sourceName,address,businessActivity,position,grossIncome,consideration,saleOf,commissionOrRentalIncomeDescription,otherDescription,formUrl,legislatorGlassHouseUrl
Phil Ting,2022,Lubin Olsen & Niewiadomski LLP ,"600 Montgomery St, 14th Fl, San Francisco, 94111 ",Law Firm,Real Estate Consulting,"$10,001 - $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7a672e5a-c7fb-46f3-8ca2-813e4fb4a807.pdf,https://calmatters.org/legislator-tracker/philip-ting-1969
Phil Ting,2023,Lubin Olsen & Niewiadomski LLP,"600 Montgomery St, 14th Fl, San Francisco, 94111",Law Firm,Real Estate Consulting,"$10,001 - $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/75f2f886-3fa6-4520-a9e1-b2fea9f4391d.pdf,https://calmatters.org/legislator-tracker/philip-ting-1969
Carlos Villapudua,2022,Carlos Villapudua ,PO Box 1282,Consulting,Owner,No income - business position only,Other,,,Business Position Only,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2022,Ofa K. Taufa,1260 W. Vine Street,,Previous Owner,"Over $100,000",Sale of,Real Property,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2022,Robinhood Securities LLC,"500 Colonial Center Parkway, Suite 100 Lake Mary, FL 32746",Stocks,Owner of the stock sold,"$500 - $1,000",Other,,,Dividends,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2022,San Joaquin County Employees Retirement Associaton,"6 S. El Dorado Street, Ste. 400 Stockton, CA 95202",Retirement Association,Retirement,"$10,001 - $100,000",Other,,,Retirement,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2022,"San Joaquin County, Public Conservator/Guardian","1212 N. California Street, Stockton, CA 95202",Public Agency,Deputy Public Guardian,"$10,001 - $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2022,Villapudua Consulting Services,"1252 Heavenly Cr. Stockton, CA 95209",Notary Public/Immigration Consulting/Consulting/PI Services,Owner,"$10,001 - $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,Carlos Villapudua,PO Box 1282 ,Consulting,Owner,No income - business position only,Other,,,Business Position Only,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,Ofa K. Taufa,1260 W. Vine Street,,Previous Owner,"Over $100,000",Sale of,Real Property,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,Robinhood Securities LLC ,"500 Colonial Center Parkway, Suite 100 Lake Mary, FL 32746",Stocks,Owner of the stock sold,"$500 - $1,000",Other,,,Dividends,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,San Joaquin County Employees Retirement Associaton,"6 S. El Dorado Street, Ste. 400 Stockton, CA 95202",Retirement Association,Retirement,"$10,001 - $100,000",Other,,,Retirement,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,"San Joaquin County, Public Conservator/Guardian","1212 N. California Street, Stockton, CA 95202",Public Agency,Deputy Public Guardian,"$10,001 - $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Carlos Villapudua,2023,Villapudua Consulting Services,"1252 Heavenly Cr. Stockton, CA 95209",Notary Public/Immigration Consulting/Consulting/PI Services,Owner,"$10,001 - $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://calmatters.org/legislator-tracker/carlos-villapudua-1968
Aisha Wahab,2022,California State Senate,"State Capitol, Room 3044, Sacramento, CA",,Senator,"$1,001 - $10,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bc6a592d-6701-4151-a957-d21a913e0ac3.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2022,City of Hayward,"777 B Street Hayward, CA 94541 ",,City Council,"$10,001 - $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bc6a592d-6701-4151-a957-d21a913e0ac3.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2022,East Bay Community Energy,"1999 Harrison Street, Suite 800 Oakland, CA 94612",,,"$500 - $1,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bc6a592d-6701-4151-a957-d21a913e0ac3.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2022,Santa Clara County,"70 West Hedding St, San Jose, CA 945110",,,"Over $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bc6a592d-6701-4151-a957-d21a913e0ac3.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2023,CA State Senate,"State Capitol. Room 3044 Sacramento, CA",,Senator,"Over $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/aadb94aa-f7a6-4057-9a1b-4a1bd56ec1a7.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2023,California State Senate,"State Capitol, Room 3044, Sacramento, CA",,Senator,"Over $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2023,East Bay Community Energy,"1999 Harrison Street, Suite 800 Oakland, CA 94612",,,"$500 - $1,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Aisha Wahab,2023,Santa Clara County,"70 West Hedding St, San Jose, CA 945110",,,"Over $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b0768857-828a-41b2-b7c0-48f472c4a8ab.pdf,https://calmatters.org/legislator-tracker/aisha-wahab-1987
Marie Waldron,2022,SoCal Show Productions LLC,"960 Canterbury Place, Suite 110 Escondido, CA 92025",Promotion Co,None - Spouse's business,"$1,001 - $10,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eabd7aeb-88ee-481d-9d4e-a7e215bb665e.pdf,https://calmatters.org/legislator-tracker/marie-waldron-1960
Marie Waldron,2022,Waldron Enterprises LLC,"P.O. Box 300887, Escondido, CA 92030",Retail,Co-Owner,"$1,001 - $10,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eabd7aeb-88ee-481d-9d4e-a7e215bb665e.pdf,https://calmatters.org/legislator-tracker/marie-waldron-1960
Marie Waldron,2023,SoCal Show Productions LLC,"960 Canterbury Place, Suite 110 Escondido, CA 92025",Promotion Co,None - Spouse's business,"$1,001 - $10,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://calmatters.org/legislator-tracker/marie-waldron-1960
Marie Waldron,2023,Waldron Enterprises LLC,"P.O. Box 300887, Escondido, CA 92030",Retail,Co-Owner,"$1,001 - $10,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://calmatters.org/legislator-tracker/marie-waldron-1960
Akilah Weber,2022,Rady's Children Hospital,"3020 Childen's Way, San Diego, CA 92123",Medical,Physician,"$500 - $1,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d9cb461-464b-4e70-b679-085e57ffdb2f.pdf,https://calmatters.org/legislator-tracker/akilah-weber-1978
Akilah Weber,2023,Rady's Children's Hospital,"3020 Childen's Way, San Diego, CA 92123",Medical,Physician,"$1,001 - $10,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://calmatters.org/legislator-tracker/akilah-weber-1978
Buffy Wicks,2021,Giffords,"PO Box 51196, Washington, DC 20091",,Executive Director,"Over $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Buffy Wicks,2021,Rise Strategies,"6225 Hillegass Ave, Oakland CA 94618",,founder,"Over $100,000",Other,,,1099 - see schedule A-2,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Buffy Wicks,2022,Giffords,"PO Box 51196, Washington, DC 20091",,Executive Director,"Over $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Buffy Wicks,2022,Rise Strategies,"6225 Hillegass Ave, Oakland CA 94618",,Founder,"Over $100,000",Other,,,1099 - see schedule A-2,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Buffy Wicks,2023,Giffords,"PO Box 51196, Washington, DC 20091 ",,Executive Director,"Over $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Buffy Wicks,2023,Rise Strategies,"6225 Hillegass Ave, Oakland CA 94618 ",,Founder,"Over $100,000",Other,,,1099 - see schedule A-2,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://calmatters.org/legislator-tracker/buffy-wicks-1977
Scott Wilk,2023,"Hall Wines of Napa, LP","401 St. Helena Highway South, St. Helena, CA 94574",Wine grape grower and sales,Partner,"$1,001 - $10,000",Partnership,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/06d45cff-2b38-4674-a12c-0c287ccc6019.pdf,https://calmatters.org/legislator-tracker/scott-wilk-1959
Jim Wood,2022,"James D Wood, DDS","1724 Canyon Run, Healdsburg, CA",Forensic Dental consulting,consultant,"$1,001 - $10,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/70124ca1-9e79-453c-8b98-93928fc43a96.pdf,https://calmatters.org/legislator-tracker/jim-wood-1960
Jim Wood,2023,"James D. Wood, DDS","1724 Canyon Run, Healdsburg, CA 95448",Forensic Consulting,Consultant,"$1,001 - $10,000",Other,,,fees,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/016a46f4-a895-407d-bb34-27524ca2f40c.pdf,https://calmatters.org/legislator-tracker/jim-wood-1960
Jim Wood,2023,TAG Film,"1724 Canyon Run, Healdsburg, CA 95448",corporate video production,,"Over $100,000",Spouse's or partner's income,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/016a46f4-a895-407d-bb34-27524ca2f40c.pdf,https://calmatters.org/legislator-tracker/jim-wood-1960
Rick Zbur,2022,EQUALITY CALIFORNIA,"3701 WILSHIRE BLVD., STE 725, LOS ANGELES",SOCIAL WELFARE ORGANIZATION,EXECUTIVE DIRECTOR,"Over $100,000",Salary,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/635dbf27-cc52-4776-9119-160645f04bab.pdf,https://calmatters.org/legislator-tracker/rick-chavez-zbur-1957
Rick Zbur,2022,"LATHAM + WATKINS, LLP","555 W. 5TH ST., STE 4000, LOS ANGELES, CA",LAW FIRM,PARTER (RETIRED),"Over $100,000",Other,,,RETIREMENT BENEFITS,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/635dbf27-cc52-4776-9119-160645f04bab.pdf,https://calmatters.org/legislator-tracker/rick-chavez-zbur-1957
Rick Zbur,2023,"LATHAM + WATKINS, LLP","555 W. 5TH ST., STE 4000, LOS ANGELES, CA 90013",LAW FIRM,PARTNER (RETIRED),"Over $100,000",Other,,,RETIREMENT BENEFITS,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/59ca2a97-4e91-45e5-bdb7-f4c7cf56ab57.pdf,https://calmatters.org/legislator-tracker/rick-chavez-zbur-1957
